call_id,datetime,duration_seconds,queue_name,agent_id,wait_time_seconds,abandoned,hangup_reason
6e748b03-ea3b-4c77-88d5-a84468ca9b71,2024-08-19 17:16:50,244,billing,A15,534,False,Long Wait Time
c0245bc1-7787-48b3-99fd-0813423134ac,2024-09-11 14:33:31,73,sales,A18,583,False,Other
2565d9d3-9ef8-408a-8d2d-171d81eb8ae1,2024-04-26 12:14:13,256,technical,A11,581,False,Long Wait Time
0bb8a6bb-3d2a-4043-ab91-eebd6a14cf42,2024-10-03 14:16:49,62,support,A12,446,False,Issue Resolved
480a4390-7183-4887-a5a1-75f39ee7f0e4,2024-09-18 16:25:59,110,support,A09,475,False,Issue Resolved
571d17db-d421-4c4c-9758-e7b0390e1951,2024-11-13 14:57:32,229,sales,A03,559,False,Issue Resolved
56ad2430-bd0a-404a-acaa-b6c7acdcc02b,2024-12-06 18:01:42,283,support,A04,406,False,Issue Resolved
8e84e6aa-b8be-4f84-8d6d-97154e1c7409,2024-07-06 10:08:44,68,sales,A14,16,False,Issue Resolved
f8da3eed-a2ec-4241-8e19-b9b8de51cb38,2024-09-02 05:43:20,82,technical,A04,101,False,Call Dropped
f9463a68-b832-4ab0-b637-f4b53119d793,2024-07-01 08:37:34,522,sales,A15,336,False,Call Dropped
cc25462e-17f8-41f4-b8ac-46635918ee3b,2024-01-22 20:44:46,273,billing,A18,184,False,Long Wait Time
d1007a78-bf13-45b1-a4d2-f4a2a2a6735f,2024-06-13 22:01:09,240,billing,A09,375,False,Wrong Department
05d31676-72e5-4675-9618-628d45c43b5d,2024-04-08 10:46:29,403,technical,A16,480,False,Wrong Department
414b610b-9a21-4f30-9ea9-b5e229684183,2024-10-29 13:25:30,190,support,A09,105,False,Call Dropped
a9fddbb4-e982-4b1f-90f7-fc6e91be8fd5,2024-02-24 18:11:17,133,support,A01,327,False,Wrong Department
280b4784-9827-4500-ae3b-87ee7fbf5214,2024-11-30 16:40:11,284,sales,A20,152,False,Issue Resolved
c6e4f449-2a70-4374-87d4-95d59823dc9b,2024-04-25 10:32:29,715,technical,A10,487,False,Wrong Department
afecedb2-9fc7-403f-a589-08aca58b58e6,2024-03-07 09:50:46,0,billing,A13,227,True,Call Dropped
3a3cade6-36c1-40fc-8e4b-695ee4fae7c1,2024-09-10 06:03:59,0,support,A07,211,True,Call Dropped
57b9412a-6c51-45f9-b80f-f3e6306852bf,2024-09-25 03:03:03,156,sales,A10,417,False,Call Dropped
dc9d6613-62b1-4ea5-b250-4cbc3943893d,2024-03-02 12:35:40,67,sales,A02,304,False,Issue Resolved
2af05d05-5b31-40f5-a21c-474a37b5283c,2024-09-26 13:11:33,69,billing,A17,294,False,Long Wait Time
f0366a18-45d4-46d5-93a2-06360c5c4cc1,2024-11-22 08:42:54,0,support,A13,559,True,Call Dropped
9068e2d0-0a29-4bdc-8a15-8ff6a9b225d7,2024-11-25 16:03:53,183,billing,A02,493,False,Long Wait Time
050228a3-a014-4e13-a094-9f5e33697b57,2024-10-27 16:10:13,197,support,A08,314,False,Wrong Department
3332ef4c-9f9c-45da-bdb7-59974a660de2,2024-01-23 08:26:34,35,sales,A17,208,False,Wrong Department
d9b7b3b4-f76f-487c-9361-b6d2f54b7eee,2024-05-20 11:11:52,122,billing,A01,177,False,Wrong Department
cdf08552-4550-4a59-b635-cc241e033bb2,2024-10-12 10:44:15,335,billing,A11,459,False,Issue Resolved
08ffcae5-d59b-453e-8e33-190f9bc0ea98,2024-01-18 16:31:05,240,technical,A16,367,False,Wrong Department
72a56b06-8363-4e8f-bc88-9d1e8fe853f7,2024-05-08 18:28:02,220,sales,A02,366,False,Call Dropped
96d41392-5c60-410c-b82b-f1fe74bfa1cb,2024-06-09 17:07:33,264,sales,A20,379,False,Wrong Department
a065eefe-065d-4b29-802e-80bfa64ba323,2024-09-04 20:34:24,191,sales,A06,150,False,Issue Resolved
fff158bf-79dc-41db-8075-8f2d0d74b5a8,2024-05-22 09:49:33,85,support,A08,318,False,Call Dropped
dba62c07-dbbb-4953-a621-1054dbd7c108,2024-09-09 18:49:33,449,sales,A02,23,False,Issue Resolved
bdadae2c-620d-4b11-9f2d-2358948a80fa,2024-04-10 14:15:58,271,support,A10,395,False,Call Dropped
7e46d161-4522-4608-919d-a4bdf0696308,2024-12-19 14:01:02,257,technical,A12,274,False,Call Dropped
552d0baf-0283-4bf3-8fc6-507f5236c584,2024-03-09 09:43:47,138,sales,A17,446,False,Long Wait Time
49b55c30-201b-4dee-97ea-29c44c365125,2024-06-07 16:31:30,0,technical,A14,57,True,Call Dropped
af760c5d-e01c-41c1-92fc-90057fe66b95,2024-12-06 12:50:11,30,billing,A12,474,False,Issue Resolved
9cb5c9d7-13dc-41b1-8a68-062c1310d0be,2024-02-24 20:00:24,0,sales,A06,296,True,Call Dropped
cae74765-dc16-4b45-a499-6c30c408be9d,2024-10-28 15:26:50,265,technical,A02,529,False,Wrong Department
8756138a-f603-4c66-8fed-9b81b73a66eb,2024-12-07 07:10:35,120,billing,A08,315,False,Other
f1844385-ec77-4a34-9a85-24e5dd8052b2,2024-04-22 10:47:10,0,technical,A13,221,True,Call Dropped
d3804040-dcdd-47d7-83b6-90a049acc691,2024-02-02 07:50:17,306,technical,A18,2,False,Issue Resolved
139c0045-91bc-43fb-9461-acfa36be2460,2024-01-14 15:22:49,170,support,A17,339,False,Call Dropped
75356289-5106-46f3-9922-3a9960b9a7b3,2024-05-19 07:53:03,326,billing,A01,578,False,Wrong Department
ca3d8454-996f-4b37-8928-5b58053148ed,2024-08-08 08:44:44,124,technical,A18,188,False,Call Dropped
d745ddaa-9a8c-4657-963e-6e2c5a178268,2024-08-15 22:28:26,1197,technical,A05,422,False,Long Wait Time
2d848e11-a873-40d3-b2d7-c7eeab342b58,2024-04-05 11:22:21,744,sales,A19,187,False,Other
70c9186c-b161-40d9-a0c8-24ffa03e1c3b,2024-04-13 10:28:01,267,sales,A16,563,False,Wrong Department
4ee47c7b-7e5b-4d71-84f9-e7aa934919bf,2024-01-23 12:25:45,84,sales,A03,407,False,Wrong Department
060c9a0e-694a-4550-808d-c1ea3b37d7ce,2024-04-20 09:37:42,755,support,A13,552,False,Call Dropped
5e3e1c9a-0bb8-47ff-9b40-2da645afd741,2024-04-27 18:04:29,200,technical,A03,177,False,Other
af652120-62a1-431d-934d-74a20cf11a8c,2024-01-05 16:21:35,441,technical,A12,517,False,Issue Resolved
80a3efcf-6f82-414a-9a87-f1502cd7439f,2024-05-25 17:09:58,0,technical,A19,343,True,Call Dropped
b4db7f3f-b559-4981-a8f2-ba1795eb5fc7,2024-11-22 14:27:04,382,support,A01,404,False,Long Wait Time
0450ef1e-d5ee-4cc8-b912-55e34a587b4a,2024-11-01 18:38:19,368,billing,A04,48,False,Wrong Department
71ed0281-9a38-40bd-a04d-78055634f79a,2024-06-09 08:57:27,0,sales,A13,43,True,Call Dropped
6981c8ad-1bc0-4466-98a1-fc9abcabe8a3,2024-04-20 13:32:13,228,sales,A12,286,False,Issue Resolved
421c5a02-9d35-4a14-9304-c760c44b92ef,2024-11-19 14:38:58,0,sales,A15,183,True,Call Dropped
1f7b8cb0-00f9-4e72-a2e8-a95aef9c8e18,2024-07-20 20:46:45,45,technical,A11,346,False,Wrong Department
fe392f9f-7df8-4db4-b663-467711a19c49,2024-09-30 08:01:43,152,technical,A19,82,False,Call Dropped
c3eb9b99-7400-4dfa-b4b4-09ae3ade7749,2024-01-04 14:01:39,0,sales,A18,533,True,Call Dropped
5c9a66fd-72c2-47bd-8fbf-80f6e9d47233,2024-01-17 15:00:53,274,billing,A05,336,False,Call Dropped
cdb38326-e405-4037-b3ae-619b098edd24,2024-10-24 15:50:28,0,support,A11,246,True,Call Dropped
bc055536-da28-4cc7-b7e4-c705140f63bb,2024-06-15 10:53:22,0,billing,A01,567,True,Call Dropped
91a8c1ed-c8da-4114-af04-32bd94b7aaec,2024-02-24 11:20:55,304,technical,A17,469,False,Other
d37c5b84-6cec-4264-898a-d699c7adb999,2024-04-08 15:12:21,51,sales,A08,578,False,Wrong Department
1ebcda55-c498-4ac8-ab9b-4d1e06e91719,2024-09-08 20:45:51,670,billing,A02,14,False,Long Wait Time
3df32f99-e137-4b6c-9157-bf6db0801f83,2024-04-29 19:07:40,551,support,A16,82,False,Other
d11bd6a5-b1b7-40ad-a928-15a1a7eaaeea,2024-08-28 12:57:40,0,billing,A06,273,True,Call Dropped
92954bd2-82d9-496e-9e76-3baab22cf272,2024-12-29 03:24:15,127,technical,A20,53,False,Wrong Department
87635af7-18ba-41d8-9473-f1666aa0c019,2024-12-24 15:58:48,384,support,A03,35,False,Wrong Department
bfa37b6c-34d7-42ac-bacb-c9f29e3f2c0f,2024-08-17 10:47:02,417,billing,A14,448,False,Other
937d98dd-c8a0-486b-a8da-8510488e26d4,2024-02-02 10:22:43,155,support,A14,271,False,Other
ee9afbb8-6220-499c-854c-f2d3eb040ce2,2024-10-09 07:52:36,0,billing,A06,461,True,Call Dropped
883eb180-e883-4887-9144-8055dc0e64b1,2024-05-12 16:01:27,167,support,A07,457,False,Long Wait Time
c242563a-8070-426c-8d99-3099ccfc5c67,2024-04-21 12:01:25,95,sales,A14,297,False,Call Dropped
7392af2b-79b4-46c3-a0ba-de62776ad4ec,2024-05-20 10:02:48,371,sales,A06,196,False,Other
be9044f3-0b25-4a42-ba82-0306226dd564,2024-04-26 13:33:44,113,support,A11,599,False,Issue Resolved
70505c5d-e00d-427e-a234-b749407651e8,2024-11-20 06:51:59,103,billing,A12,140,False,Wrong Department
d070333f-938f-40e0-bc25-b2750f276871,2024-02-04 13:21:28,297,sales,A20,276,False,Call Dropped
def7d79b-fe95-405b-ab51-03be0ddbd313,2024-05-07 13:59:17,331,support,A16,166,False,Wrong Department
d92966c3-0fee-4760-a92e-d57689d5914b,2024-06-12 12:38:10,907,technical,A02,100,False,Call Dropped
7809033f-fa7e-4ec0-af17-3a768e62906e,2024-08-18 11:40:22,97,sales,A19,108,False,Other
9dac7116-ae5f-4be1-b5a0-394963eb4280,2024-04-23 08:40:32,73,billing,A16,333,False,Long Wait Time
6351d8ef-8c6b-4b5c-a3c3-14630591f803,2024-08-08 17:31:03,62,sales,A07,328,False,Call Dropped
1ad71312-8483-454c-ac4e-71b40f6a8f31,2024-03-19 19:14:33,1086,support,A03,206,False,Other
6a640703-0090-45bd-91f5-cdbfd00b345f,2024-04-03 16:24:44,197,technical,A01,397,False,Other
0182c54d-14f1-4cc9-a367-a63507d40e27,2024-02-20 06:24:20,144,technical,A04,423,False,Wrong Department
007179ee-932e-45e3-8ac6-721cf9c2f47b,2024-01-09 09:13:24,603,support,A12,324,False,Other
c10cdb10-76cc-471e-9d02-33de5eae9247,2024-06-19 10:15:01,185,sales,A11,286,False,Call Dropped
0fcfb2e4-3a65-44d0-909c-6d4d7c890e95,2024-03-28 07:16:35,0,support,A08,134,True,Call Dropped
c17ed9ac-5965-43fa-b853-197959a991f1,2024-07-09 10:28:09,416,sales,A01,575,False,Other
988de752-4a92-4193-97b8-e6fc7e79e09c,2024-03-21 13:13:36,242,sales,A14,125,False,Wrong Department
469a0ece-6916-4304-a1d2-6a61a77f35b8,2024-04-09 17:57:38,169,sales,A03,228,False,Call Dropped
d77acc2c-c317-40c9-8c4c-69b584cc7cfe,2024-10-05 17:54:16,0,technical,A07,261,True,Call Dropped
be71afc3-4198-4e45-859a-f4964733cd84,2024-12-07 21:23:15,415,sales,A08,447,False,Long Wait Time
7852678b-2ef8-4448-961d-1191fe524356,2024-03-24 08:03:29,146,billing,A13,34,False,Long Wait Time
ff339ed3-f022-478e-b95c-e6ca26e96ab3,2024-01-16 09:59:36,526,support,A19,60,False,Issue Resolved
29278867-33ae-4a12-9ba0-a5c2167ff2b2,2024-09-24 17:38:20,504,support,A20,162,False,Long Wait Time
5525c29a-c2ef-4f1f-8c25-929391f77358,2024-10-07 17:52:22,130,support,A06,72,False,Long Wait Time
a2243bcb-e0af-4f96-ab64-493bdf36f822,2024-12-31 20:26:49,225,technical,A07,412,False,Issue Resolved
dcbcce8e-200f-470f-b6d5-838267444b5b,2024-07-31 18:29:11,324,technical,A01,16,False,Issue Resolved
d8feb641-ab2a-494f-8a1d-8a046caedad4,2024-09-04 17:07:52,232,support,A17,446,False,Wrong Department
b6928120-1b4c-4040-b934-d0d546411502,2024-11-22 20:42:17,91,technical,A05,368,False,Issue Resolved
ed0047f9-d0a7-4c19-8584-f21f7b8d20ac,2024-03-05 21:25:43,953,sales,A17,472,False,Call Dropped
52517527-7d76-4230-93a8-aec0b553db52,2024-06-21 13:25:41,196,support,A06,32,False,Wrong Department
2c33780d-b3a8-4876-bbd2-0fab921bb235,2024-10-12 13:22:22,109,billing,A17,195,False,Other
1865cc8e-20a8-415d-998c-d213e11fea63,2024-08-01 07:09:46,335,technical,A14,88,False,Wrong Department
5a14ecf0-e4f3-40c8-ac54-41db94a7d00c,2024-02-02 16:24:16,86,technical,A16,520,False,Other
13f1111c-2849-445e-b4df-9ffeac7a24af,2024-05-23 13:03:25,159,support,A18,201,False,Other
d9836fa4-e38a-402c-8620-57ffd0011dc9,2024-09-16 14:13:42,315,sales,A04,470,False,Long Wait Time
7cfa9d2c-ecce-4605-ad21-8b29d314a29a,2024-06-15 19:28:18,30,support,A19,519,False,Wrong Department
09b6dbef-cef3-489b-bc90-84a4fc287e38,2024-12-30 15:27:47,680,billing,A03,122,False,Wrong Department
4a146cc3-c9cc-451a-aa07-1a2af0ceb1f8,2024-09-05 13:18:34,153,sales,A15,345,False,Call Dropped
0ced99db-8c49-4a53-b77c-4d3808606ed8,2024-10-11 16:00:32,85,billing,A14,344,False,Wrong Department
45ba8673-e03a-462a-a877-496620624db8,2024-08-04 16:15:40,755,sales,A10,580,False,Issue Resolved
dac61b7b-1caa-4009-bc93-bbb5bc474184,2024-02-03 03:32:04,36,technical,A11,36,False,Other
1e972548-1388-486c-97fe-ad500117d7e1,2024-08-07 13:29:31,299,support,A16,299,False,Wrong Department
3f9369d3-8832-460a-a776-cf74fc7ad442,2024-02-12 15:39:18,74,support,A03,499,False,Other
821531c4-de5e-4932-b684-8933c64564ec,2024-08-05 13:36:56,143,support,A09,236,False,Long Wait Time
73ba7142-bdc0-4e4d-bbf9-f818558e7f2c,2024-02-04 13:05:01,211,support,A12,520,False,Issue Resolved
3e39be54-67bd-4ce4-ad97-53a73371875f,2024-09-30 08:41:38,328,sales,A12,235,False,Wrong Department
6d295795-058a-4854-9a20-d3e10597108f,2024-09-19 08:01:08,0,support,A08,361,True,Call Dropped
f8c7a741-e6ee-458f-af0d-1432888ccb87,2024-01-12 10:05:42,240,support,A12,324,False,Call Dropped
88874dd3-8ec6-48a0-933d-c57f2b623cc9,2024-01-19 17:08:14,233,billing,A02,206,False,Long Wait Time
9199ae8a-e32c-460f-afdb-f49f98bdbda5,2024-07-13 01:31:49,332,billing,A04,266,False,Other
cd09ac8e-3efb-435b-8627-95ffb6fd594e,2024-02-03 16:32:28,55,technical,A06,228,False,Issue Resolved
d83b6203-fbfc-42b8-989d-cdabab3a3feb,2024-05-11 17:53:43,689,support,A19,493,False,Issue Resolved
c1551f48-f014-4072-bfba-eb2e41a3becc,2024-04-17 08:02:08,203,technical,A17,370,False,Issue Resolved
bd114215-9634-4c7d-9a6b-01a677e670aa,2024-08-29 08:41:43,0,support,A18,427,True,Call Dropped
cc047060-b7c5-4ce6-92b2-dae9d488e9c5,2024-05-19 13:07:10,121,billing,A12,306,False,Wrong Department
15c4c90f-a42d-4e80-92da-b13667d749a9,2024-06-10 03:02:04,45,technical,A16,261,False,Long Wait Time
d18ada07-a6a7-4600-bfe1-d45b3db38f39,2024-08-02 11:01:31,530,sales,A03,109,False,Long Wait Time
f03ed1cb-2399-462e-81b4-0ce12831aae3,2024-06-03 02:46:46,244,support,A01,37,False,Long Wait Time
af2b59a7-0331-4ca8-9984-9904f5c38f65,2024-10-25 09:31:37,30,sales,A04,592,False,Other
7fc839f1-e7ce-4c33-b179-b1a6f73b236b,2024-05-04 09:48:25,711,sales,A08,516,False,Issue Resolved
ff90ea54-40fe-43f9-bb02-23dbbf3cc836,2024-10-08 10:50:12,610,sales,A04,383,False,Other
65c62e40-1916-4b4e-8ade-430ab11e73ec,2024-02-15 18:49:54,188,sales,A01,380,False,Issue Resolved
edcc7c11-b105-4878-a13d-4ad9f9972063,2024-03-21 12:49:20,0,billing,A05,149,True,Call Dropped
ebed319a-78f6-4ec3-9cfd-4a766e82ee69,2024-03-18 18:05:05,112,sales,A13,11,False,Other
105f26d1-2b29-4446-870b-530eb63d6f20,2024-06-29 00:57:36,153,technical,A11,497,False,Wrong Department
9b6c8b0a-f318-433d-80cc-4670e8f868ed,2024-12-24 10:59:47,0,support,A04,405,True,Call Dropped
2bde7b26-9297-4155-ba6d-dda006faa0b5,2024-03-02 11:14:17,0,support,A15,126,True,Call Dropped
70236a70-c9c8-4e43-bd97-05547865e535,2024-07-20 18:39:48,0,billing,A04,75,True,Call Dropped
1f3d7b00-19c0-460b-b3a9-0eec654f1120,2024-01-17 16:36:04,539,billing,A14,208,False,Call Dropped
9a44b8cd-059e-4e2f-93fa-34a5ed9d59b4,2024-06-20 14:19:18,337,sales,A01,255,False,Issue Resolved
82e68995-35d2-4cbf-9603-e85b83708c18,2024-06-14 21:40:12,81,technical,A11,245,False,Call Dropped
aafc5375-4a33-4061-b612-85c3c44c30da,2024-07-30 14:25:22,273,billing,A04,338,False,Issue Resolved
e006ffc8-58ac-4d28-a5ed-daf1c6efb476,2024-05-07 09:33:23,306,sales,A09,42,False,Long Wait Time
307e108a-96ab-4c53-94a4-9b750db243ce,2024-01-05 14:19:38,145,sales,A09,388,False,Long Wait Time
0f5d9020-7719-4fc3-bfba-152d4b378685,2024-01-24 11:59:28,0,technical,A17,82,True,Call Dropped
9d7265d5-961e-4015-a9a7-ca191141493f,2024-11-24 21:07:29,367,sales,A17,453,False,Other
c6a08648-2669-4145-8069-c39d425f53a7,2024-04-23 12:08:17,227,sales,A10,136,False,Issue Resolved
ca05a670-f209-4d77-bed3-db800dc62656,2024-03-27 10:30:23,626,support,A07,282,False,Wrong Department
d42e7cf2-5114-4dfe-a7de-5737cd8a37b2,2024-12-27 10:37:10,627,technical,A03,260,False,Issue Resolved
4b1bf875-5cab-4425-871e-f4fce6e45e8d,2024-10-20 08:01:46,0,support,A03,84,True,Call Dropped
055f82e6-ce41-4df2-9941-6c52232833ac,2024-06-26 15:23:26,0,sales,A05,184,True,Call Dropped
497f7a53-6981-4646-98e1-bb58fd76f21f,2024-12-21 18:57:30,151,billing,A01,174,False,Other
f5ac547d-c640-4cbd-97d6-40599f38c5cb,2024-05-13 13:14:19,134,sales,A09,5,False,Wrong Department
8fe6c2c3-6f22-4115-bfa7-c299421c47e9,2024-11-30 11:46:09,111,technical,A02,478,False,Issue Resolved
342aacb3-41af-4c88-99ff-93c241625104,2024-10-31 10:23:55,111,billing,A19,77,False,Long Wait Time
147839d8-e0b7-4c37-976d-d6d4651fd062,2024-10-31 12:09:43,309,billing,A17,141,False,Issue Resolved
86d4eafd-253e-47de-a813-fce58c3b0ceb,2024-01-04 17:54:38,0,technical,A08,484,True,Call Dropped
2ac825d0-e27f-48ed-a5bc-a03c7404c3ef,2024-08-19 12:07:09,311,billing,A14,501,False,Call Dropped
86cb713a-aa86-4736-8113-d3a8d4c95264,2024-09-20 01:52:12,111,technical,A15,5,False,Issue Resolved
3dba10ad-d9b8-4ca3-87b3-1c84ed7568cf,2024-06-09 13:11:07,253,sales,A02,422,False,Wrong Department
6c94aded-5c69-4bd1-a419-03cbd8c82e1d,2024-10-03 15:36:39,228,support,A08,432,False,Wrong Department
e37f51b8-00c4-4371-a533-50864895abf4,2024-04-22 21:39:54,106,support,A03,382,False,Other
869cfb06-3202-4162-a0b4-f7f76c49ac24,2024-11-22 11:57:02,0,sales,A02,574,True,Call Dropped
881d80bb-0a24-4512-8568-631a1b03ae99,2024-04-10 18:19:54,801,sales,A13,29,False,Wrong Department
db167ebd-8012-41b9-9689-4986021ee45c,2024-11-06 23:49:50,0,support,A07,115,True,Call Dropped
3fed7ef8-4588-47fc-ab77-8db34c33b431,2024-04-28 16:42:08,615,sales,A19,285,False,Call Dropped
99aa629f-61b9-46d9-b860-a1950b562e75,2024-01-09 07:17:06,164,billing,A20,123,False,Long Wait Time
def4dc7a-5911-4b76-ab3b-0f2dfdb4f2ab,2024-01-31 19:24:28,126,billing,A13,151,False,Issue Resolved
da2da2f6-9af0-48dd-923b-42dade2c5f26,2024-02-23 19:22:45,47,billing,A10,348,False,Other
aa6083c3-57cd-483a-81d2-6cd2a7db748b,2024-10-04 10:29:19,0,billing,A14,400,True,Call Dropped
bd1d13de-cd03-4b03-b6d8-972c7debd765,2024-11-12 15:52:59,286,billing,A02,513,False,Call Dropped
4e027765-7436-42f3-ac23-4a44d63072f9,2024-06-20 16:13:34,95,technical,A12,258,False,Wrong Department
38ef68bc-4d12-47c5-b7e5-7b5a3741573e,2024-11-04 09:19:30,281,billing,A04,204,False,Call Dropped
229e1172-f62a-4e12-b0a5-262be164d31b,2024-07-08 14:12:25,0,support,A18,358,True,Call Dropped
8081e998-d8a6-4ffc-a7de-1d5747e6f7f6,2024-03-21 11:22:22,38,billing,A09,175,False,Other
07ad0073-5721-486f-848f-4e66795ebea2,2024-01-16 15:58:51,906,support,A06,208,False,Other
1a97db38-947c-4393-a4db-0c61e50c43d9,2024-11-21 15:37:47,428,technical,A15,76,False,Long Wait Time
9a2ee343-b662-415b-8a72-1a674d324fbc,2024-03-22 15:10:55,37,support,A12,568,False,Call Dropped
9cca4413-10aa-4ba8-aa21-71d61fdaa3e9,2024-09-25 13:46:59,309,support,A03,288,False,Issue Resolved
bbb78c3b-23b7-496b-af2d-5a01efde2ab1,2024-04-24 11:49:40,60,technical,A09,403,False,Issue Resolved
b2d79241-d1b2-443f-9d1b-baccb63f373b,2024-11-17 13:32:05,30,billing,A05,107,False,Wrong Department
c5a7561c-d7be-47e6-963b-9594d20f1b0a,2024-04-08 12:52:12,370,billing,A08,560,False,Wrong Department
9e56285a-375d-4ef9-b5d6-284a8287a96d,2024-08-12 06:55:46,0,technical,A15,479,True,Call Dropped
ef396902-4b00-408e-bd41-ca7544f41896,2024-04-06 09:27:21,0,technical,A10,67,True,Call Dropped
db82e9c0-a10e-4460-892f-3cc49a433526,2024-09-26 12:31:39,227,billing,A15,205,False,Call Dropped
79de72aa-dfe7-4947-972f-b19f71feb3ec,2024-07-03 10:53:11,145,sales,A15,435,False,Long Wait Time
ea9eadb2-3115-4c7b-8614-0bdb9913a511,2024-08-23 16:12:48,1480,technical,A11,574,False,Wrong Department
dea230d1-0b94-4a43-9f72-5ff9d8479785,2024-03-08 16:32:40,0,technical,A12,235,True,Call Dropped
ca883907-3c7a-45a0-951a-069effb7c849,2024-08-30 16:09:22,109,billing,A11,213,False,Wrong Department
1088b724-ebe1-4cea-bbc0-5aafa4753a75,2024-12-25 07:37:24,339,technical,A11,181,False,Issue Resolved
6216a274-1a00-4837-aece-8665206a2763,2024-10-11 16:56:14,254,billing,A12,59,False,Call Dropped
9b1f96bc-dbcb-4b92-8aa1-48c1ca72720f,2024-01-30 11:52:23,77,support,A16,223,False,Other
11bb4780-2acb-4493-9bf5-6f70d2ac2c6a,2024-02-26 19:05:11,142,support,A06,78,False,Other
aa93bd0c-1b8a-48a5-bf30-b21b959d16dc,2024-08-23 11:21:09,137,technical,A05,101,False,Long Wait Time
0f2c0f7e-1f3b-4957-ab96-d732071493f9,2024-07-16 12:59:57,30,support,A12,158,False,Wrong Department
e3e54a84-ae55-498c-aba5-db39d22ba5cc,2024-02-22 16:48:31,194,billing,A09,104,False,Wrong Department
59dc1ad5-bc42-4ae9-bdac-c92d3286b8a9,2024-11-22 14:46:02,0,technical,A11,95,True,Call Dropped
8d8e3f12-bb56-43bf-922a-4bdf50de92f7,2024-09-06 18:55:37,68,sales,A11,140,False,Issue Resolved
10ffae37-4981-4773-84ab-e46361b1b074,2024-07-10 15:41:38,78,billing,A14,258,False,Other
7f91140b-60c7-40a2-8786-1b27131cb005,2024-08-25 12:58:36,323,support,A08,322,False,Call Dropped
8cba158f-dd11-4f08-81e7-7ceef76692f1,2024-06-17 21:05:29,112,sales,A11,587,False,Call Dropped
d920bbd6-a38a-4f98-85e2-e1f54cf0a45b,2024-02-16 17:39:45,101,support,A05,212,False,Other
b2a2c97a-1b2f-498a-8e92-2a66462fd210,2024-11-11 12:56:32,116,technical,A06,455,False,Call Dropped
cf5c2e05-7ad5-4b6e-82de-fba472ecf34f,2024-10-21 14:02:49,92,technical,A10,447,False,Long Wait Time
e4a818da-adaa-4dc1-aa1c-36a926a7e112,2024-11-23 09:52:40,139,technical,A20,544,False,Long Wait Time
8a0d34c4-4f79-48b4-b50d-cc30873ac8b9,2024-07-22 22:34:44,151,support,A08,555,False,Call Dropped
dd108307-3568-4a13-8039-fe4d3aca9bac,2024-02-16 18:27:04,452,technical,A19,36,False,Wrong Department
07967c86-7bd2-4372-a28e-cc0bf06db970,2024-01-19 16:34:56,366,sales,A13,511,False,Long Wait Time
009415d6-f3ce-486a-bff0-ad90c7023d92,2024-09-06 11:12:53,159,sales,A11,465,False,Issue Resolved
